date,B02,B03,B04,B08
2021-05-03,0.0337,0.0628,0.1135,0.215
2021-05-08,0.0338,0.0716,0.1277,0.2246
2021-05-18,0.03415,0.0665,0.12285,0.21705
2021-05-23,0.0345,0.0614,0.118,0.2095
2021-05-28,0.0398,0.0707,0.125,0.2044
2021-06-02,0.0375,0.0641,0.1152,0.1995
2021-06-07,0.0264,0.0595,0.1118,0.1999
2021-06-12,0.02625,0.0577,0.107275,0.18905
2021-06-17,0.026099999999999998,0.0559,0.10275000000000001,0.1782
2021-06-22,0.02595,0.054099999999999995,0.098225,0.16735
2021-07-07,0.0258,0.0523,0.0937,0.1565
2021-07-17,0.0331,0.063,0.1085,0.1806
2021-07-22,0.043,0.0664,0.1101,0.1797
2021-07-27,0.0403,0.0652,0.106,0.1729
2021-08-01,0.0435,0.0666,0.1113,0.1832
2021-08-06,0.04513333333333333,0.06963333333333334,0.114,0.1855
2021-08-11,0.046766666666666665,0.07266666666666667,0.1167,0.1878
2021-08-16,0.0484,0.0757,0.1194,0.1901
2021-08-21,0.0497,0.0772,0.1225,0.1879
2021-08-26,0.0493,0.0769,0.1225,0.1989
2021-08-31,0.057,0.0824,0.1265,0.2008
2021-09-05,0.0604,0.0894,0.1318,0.2124
2021-09-10,0.0632,0.0889,0.13195,0.2107
2021-09-15,0.066,0.0884,0.1321,0.209
2021-09-20,0.0612,0.0869,0.1301,0.216
2021-09-25,0.061799999999999994,0.08805,0.12995,0.22455
2021-09-30,0.0624,0.0892,0.1298,0.2331
2021-10-05,0.06215,0.09035,0.12875,0.24
2021-10-10,0.0619,0.0915,0.1277,0.2469
2021-10-15,0.0638,0.0935,0.126,0.2519
2021-10-20,0.061075,0.092575,0.121475,0.26345
2021-10-25,0.05835,0.09165000000000001,0.11695,0.275
2021-10-30,0.055625,0.090725,0.112425,0.28654999999999997
2021-11-04,0.0529,0.0898,0.1079,0.2981
2021-11-09,0.0511,0.0878,0.10644999999999999,0.307
2021-11-14,0.0493,0.0858,0.105,0.3159
2021-11-19,0.050175,0.0866,0.105125,0.316
2021-11-24,0.05105,0.0874,0.10525,0.31610000000000005
2021-11-29,0.051925,0.0882,0.105375,0.31620000000000004
2021-12-04,0.0528,0.089,0.1055,0.3163
2021-12-09,0.051699999999999996,0.08765,0.10485,0.3143
2021-12-14,0.0506,0.0863,0.1042,0.3123
2021-12-19,0.0519,0.0862,0.10565,0.30435
2021-12-24,0.0532,0.0861,0.1071,0.2964
2021-12-29,0.0501,0.08399999999999999,0.10769999999999999,0.29985
2022-01-03,0.047,0.0819,0.1083,0.3033
2022-01-08,0.04753333333333333,0.0814,0.10629999999999999,0.2969333333333333
2022-01-13,0.04806666666666667,0.0809,0.1043,0.2905666666666667
2022-01-18,0.0486,0.0804,0.1023,0.2842
2022-01-23,0.043,0.074,0.0962,0.2845
2022-01-28,0.042124999999999996,0.07255,0.09487499999999999,0.279825
2022-02-02,0.041249999999999995,0.0711,0.09355,0.27515
2022-02-07,0.040375,0.06964999999999999,0.092225,0.27047499999999997
2022-02-12,0.0395,0.0682,0.0909,0.2658
2022-02-17,0.03905,0.0664,0.08695,0.2568
2022-02-22,0.0386,0.0646,0.083,0.2478
2022-02-27,0.0457,0.0677,0.0865,0.2566
2022-03-04,0.04485,0.0672,0.089,0.25439999999999996
2022-03-09,0.044,0.0667,0.0915,0.2522
2022-03-14,0.0417,0.06553333333333333,0.09056666666666667,0.2473
2022-03-19,0.0394,0.06436666666666667,0.08963333333333333,0.24239999999999998
2022-03-24,0.0371,0.0632,0.0887,0.2375
2022-03-29,0.0431,0.066,0.0927,0.231
2022-04-03,0.0352,0.0636,0.0939,0.2298
2022-04-08,0.0497,0.0689,0.1042,0.2328
2022-04-13,0.0398,0.0691,0.1104,0.2267
2022-04-18,0.04385,0.07465,0.12175,0.23375
2022-04-23,0.0479,0.0802,0.1331,0.2408
2022-04-28,0.0562,0.0847,0.1433,0.2543
