date,B02,B03,B04,B08
2021-05-03,0.0289,0.0489,0.0808,0.1192
2021-05-08,0.0251,0.05,0.0782,0.135
2021-05-18,0.019950000000000002,0.043050000000000005,0.06720000000000001,0.16875
2021-05-23,0.0148,0.0361,0.0562,0.2025
2021-05-28,0.0169,0.0417,0.0508,0.2159
2021-06-02,0.0128,0.0332,0.0396,0.2294
2021-06-07,0.0048,0.0298,0.0328,0.2701
2021-06-12,0.0036249999999999998,0.026925,0.0269,0.28907499999999997
2021-06-17,0.00245,0.024050000000000002,0.021,0.30805
2021-06-22,0.001275,0.021175,0.015100000000000002,0.327025
2021-07-07,0.0001,0.0183,0.0092,0.346
2021-07-17,0.0001,0.0147,0.0094,0.3498
2021-07-22,0.0063,0.0237,0.0138,0.3504
2021-07-27,0.0001,0.0246,0.0171,0.3415
2021-08-01,0.0096,0.0286,0.0228,0.3434
2021-08-06,0.014499999999999999,0.0391,0.0308,0.34673333333333334
2021-08-11,0.0194,0.049600000000000005,0.0388,0.35006666666666664
2021-08-16,0.0243,0.0601,0.0468,0.3534
2021-08-21,0.0267,0.0643,0.0554,0.336
2021-08-26,0.0281,0.0727,0.067,0.334
2021-08-31,0.0384,0.0806,0.079,0.3315
2021-09-05,0.0388,0.0871,0.0855,0.3312
2021-09-10,0.048549999999999996,0.09555,0.0961,0.32635000000000003
2021-09-15,0.0583,0.104,0.1067,0.3215
2021-09-20,0.0579,0.1054,0.1146,0.3284
2021-09-25,0.061950000000000005,0.10469999999999999,0.11885,0.318
2021-09-30,0.066,0.104,0.1231,0.3076
2021-10-05,0.06445000000000001,0.10189999999999999,0.12490000000000001,0.30679999999999996
2021-10-10,0.0629,0.0998,0.1267,0.306
2021-10-15,0.0814,0.1204,0.1508,0.3294
2021-10-20,0.0833,0.12394999999999999,0.157175,0.32985000000000003
2021-10-25,0.0852,0.1275,0.16355,0.33030000000000004
2021-10-30,0.0871,0.13105,0.169925,0.33075
2021-11-04,0.089,0.1346,0.1763,0.3312
2021-11-09,0.0882,0.1331,0.1771,0.33099999999999996
2021-11-14,0.0874,0.1316,0.1779,0.3308
2021-11-19,0.08645,0.1299,0.17775000000000002,0.32494999999999996
2021-11-24,0.08549999999999999,0.12819999999999998,0.1776,0.3191
2021-11-29,0.08455,0.1265,0.17745,0.31325000000000003
2021-12-04,0.0836,0.1248,0.1773,0.3074
2021-12-09,0.08310000000000001,0.12275,0.17705,0.30055
2021-12-14,0.0826,0.1207,0.1768,0.2937
2021-12-19,0.08375,0.12245,0.17855,0.26495
2021-12-24,0.0849,0.1242,0.1803,0.2362
2021-12-29,0.06945,0.10235,0.15015,0.19174999999999998
2022-01-03,0.054,0.0805,0.12,0.1473
2022-01-08,0.05686666666666667,0.08173333333333334,0.1226,0.15113333333333331
2022-01-13,0.05973333333333333,0.08296666666666666,0.1252,0.15496666666666667
2022-01-18,0.0626,0.0842,0.1278,0.1588
2022-01-23,0.0585,0.0847,0.1323,0.1587
2022-01-28,0.056850000000000005,0.08324999999999999,0.127325,0.15595
2022-02-02,0.0552,0.0818,0.12235,0.1532
2022-02-07,0.05355,0.08035,0.11737500000000001,0.15045
2022-02-12,0.0519,0.0789,0.1124,0.1477
2022-02-17,0.05015,0.07680000000000001,0.10400000000000001,0.1633
2022-02-22,0.0484,0.0747,0.0956,0.1789
2022-02-27,0.0491,0.0718,0.0838,0.2121
2022-03-04,0.04085,0.0635,0.06520000000000001,0.2609
2022-03-09,0.0326,0.0552,0.0466,0.3097
2022-03-14,0.031766666666666665,0.05586666666666667,0.04526666666666667,0.3303333333333333
2022-03-19,0.03093333333333333,0.05653333333333333,0.04393333333333333,0.35096666666666665
2022-03-24,0.0301,0.0572,0.0426,0.3716
2022-03-29,0.0373,0.0638,0.0471,0.3704
2022-04-03,0.0269,0.0614,0.0421,0.3839
2022-04-08,0.0425,0.071,0.0532,0.3944
2022-04-13,0.0363,0.0697,0.0557,0.3931
2022-04-18,0.03655,0.0692,0.0543,0.3829
2022-04-23,0.0368,0.0687,0.0529,0.3727
2022-04-28,0.0364,0.0656,0.0545,0.3767
