date,B02,B03,B04,B08
2021-05-03,0.00525,0.031200000000000002,0.0373,0.1954
2021-05-08,0.0028,0.0296,0.0356,0.1916
2021-05-18,0.00145,0.0242,0.0291,0.19014999999999999
2021-05-23,0.0001,0.0188,0.0226,0.1887
2021-05-28,0.0101,0.0382,0.0362,0.1941
2021-06-02,0.0001,0.0199,0.0209,0.1723
2021-06-07,0.0001,0.0186,0.0206,0.1824
2021-06-12,0.0001,0.015799999999999998,0.02025,0.17070000000000002
2021-06-17,0.0001,0.013,0.0199,0.159
2021-06-22,0.0001,0.012750000000000001,0.019950000000000002,0.1619
2021-07-07,0.0001,0.0125,0.02,0.1648
2021-07-17,0.0001,0.0108,0.0202,0.1689
2021-07-22,0.0001,0.0158,0.0207,0.1607
2021-07-27,0.0001,0.0172,0.021,0.1592
2021-08-01,0.0001,0.0145,0.0213,0.1557
2021-08-06,0.0032,0.018533333333333332,0.026533333333333332,0.1582
2021-08-11,0.006300000000000001,0.022566666666666665,0.031766666666666665,0.1607
2021-08-16,0.0094,0.0266,0.037,0.1632
2021-08-21,0.0069,0.0246,0.0346,0.1592
2021-08-26,0.0075,0.0317,0.0451,0.167
2021-08-31,0.016,0.0338,0.0448,0.1731
2021-09-05,0.0146,0.0374,0.0525,0.18
2021-09-10,0.022899999999999997,0.0446,0.05935,0.18425
2021-09-15,0.0312,0.0518,0.0662,0.1885
2021-09-20,0.0226,0.0459,0.0621,0.1922
2021-09-25,0.027249999999999996,0.048100000000000004,0.06609999999999999,0.19595
2021-09-30,0.0319,0.0503,0.0701,0.1997
2021-10-05,0.0422,0.0624,0.0829,0.2051
2021-10-10,0.0339,0.0544,0.0745,0.212
2021-10-15,0.0371,0.0621,0.0829,0.2129
2021-10-20,0.041,0.06670000000000001,0.08705,0.21905000000000002
2021-10-25,0.0449,0.0713,0.0912,0.2252
2021-10-30,0.0504,0.0709,0.0919,0.231
2021-11-04,0.0437,0.0718,0.093,0.2359
2021-11-09,0.0437,0.0736,0.09305,0.24645
2021-11-14,0.0437,0.0754,0.0931,0.257
2021-11-19,0.042525,0.075125,0.09140000000000001,0.26032500000000003
2021-11-24,0.04135,0.07485,0.0897,0.26365
2021-11-29,0.040175,0.074575,0.088,0.26697499999999996
2021-12-04,0.039,0.0743,0.0863,0.2703
2021-12-09,0.0393,0.0716,0.08410000000000001,0.27054999999999996
2021-12-14,0.0396,0.0689,0.0819,0.2708
2021-12-19,0.03945,0.06985,0.08235,0.2662
2021-12-24,0.0393,0.0708,0.0828,0.2616
2021-12-29,0.037250000000000005,0.0684,0.07995,0.26549999999999996
2022-01-03,0.0352,0.066,0.0771,0.2694
2022-01-08,0.0357,0.06396666666666667,0.07423333333333333,0.26489999999999997
2022-01-13,0.0362,0.06193333333333333,0.07136666666666668,0.2604
2022-01-18,0.0367,0.0599,0.0685,0.2559
2022-01-23,0.0264,0.0562,0.0679,0.2556
2022-01-28,0.0568,0.0773,0.0846,0.2768
2022-02-02,0.05,0.07286666666666666,0.0836,0.26739999999999997
2022-02-07,0.0432,0.06843333333333333,0.0826,0.258
2022-02-12,0.0364,0.064,0.0816,0.2486
2022-02-17,0.03765,0.0637,0.081,0.24305
2022-02-22,0.0389,0.0634,0.0804,0.2375
2022-02-27,0.0452,0.0642,0.0827,0.2369
2022-03-04,0.04425,0.06219999999999999,0.08199999999999999,0.2381
2022-03-09,0.0433,0.0602,0.0813,0.2393
2022-03-14,0.0436,0.061399999999999996,0.08035,0.23325
2022-03-19,0.0439,0.0626,0.0794,0.2272
2022-03-24,0.0356,0.0559,0.0772,0.2237
2022-03-29,0.0422,0.0578,0.0753,0.2262
2022-04-03,0.0321,0.05,0.0722,0.2166
2022-04-08,0.0448,0.0599,0.0752,0.217
2022-04-13,0.0344,0.0557,0.0719,0.207
2022-04-18,0.03485,0.053,0.0691,0.20229999999999998
2022-04-23,0.0353,0.0503,0.0663,0.1976
2022-04-28,0.0364,0.0492,0.0641,0.2029
