date,B02,B03,B04,B08
2021-05-03,0.024,0.05595,0.08615,0.279
2021-05-08,0.0213,0.052,0.0829,0.2784
2021-05-18,0.01755,0.0457,0.07919999999999999,0.27325
2021-05-23,0.0138,0.0394,0.0755,0.2681
2021-05-28,0.0157,0.04135,0.07385,0.26239999999999997
2021-06-02,0.0176,0.0433,0.0722,0.2567
2021-06-07,0.0141,0.0441,0.0672,0.2738
2021-06-12,0.0106,0.040125,0.0625,0.2618
2021-06-17,0.0070999999999999995,0.03615,0.0578,0.2498
2021-06-22,0.003599999999999999,0.032174999999999995,0.053099999999999994,0.2378
2021-07-07,0.0001,0.0282,0.0484,0.2258
2021-07-17,0.004,0.0307,0.0533,0.232
2021-07-22,0.0091,0.0332,0.0491,0.2455
2021-07-27,0.0042,0.035,0.0487,0.2494
2021-08-01,0.0124,0.0309,0.0547,0.2485
2021-08-06,0.0151,0.03763333333333333,0.05993333333333333,0.2451
2021-08-11,0.0178,0.044366666666666665,0.06516666666666666,0.2417
2021-08-16,0.0205,0.0511,0.0704,0.2383
2021-08-21,0.023,0.0482,0.0713,0.2456
2021-08-26,0.0193,0.0476,0.0678,0.2655
2021-08-31,0.0262,0.0504,0.0699,0.2683
2021-09-05,0.0285,0.0552,0.0776,0.2835
2021-09-10,0.0331,0.06025,0.08025,0.27735
2021-09-15,0.0377,0.0653,0.0829,0.2712
2021-09-20,0.0324,0.0652,0.0872,0.2868
2021-09-25,0.03565,0.0678,0.08805,0.30174999999999996
2021-09-30,0.0389,0.0704,0.0889,0.3167
2021-10-05,0.0517,0.0855,0.1021,0.3206
2021-10-10,0.0445,0.0768,0.099,0.3438
2021-10-15,0.0473,0.0874,0.0953,0.3508
2021-10-20,0.0509,0.092,0.10255,0.36114999999999997
2021-10-25,0.0545,0.0966,0.1098,0.3715
2021-10-30,0.0718,0.1069,0.1173,0.4156
2021-11-04,0.0527,0.0943,0.116,0.3922
2021-11-09,0.053849999999999995,0.0991,0.12090000000000001,0.405
2021-11-14,0.055,0.1039,0.1258,0.4178
2021-11-19,0.056075,0.103275,0.12575,0.41859999999999997
2021-11-24,0.05715,0.10265,0.12569999999999998,0.4194
2021-11-29,0.058225,0.102025,0.12564999999999998,0.4202
2021-12-04,0.0593,0.1014,0.1256,0.421
2021-12-09,0.05635,0.0973,0.12409999999999999,0.4112
2021-12-14,0.0534,0.0932,0.1226,0.4014
2021-12-19,0.055,0.09625,0.12079999999999999,0.3888
2021-12-24,0.0566,0.0993,0.119,0.3762
2021-12-29,0.05425,0.09659999999999999,0.1185,0.38725
2022-01-03,0.0519,0.0939,0.118,0.3983
2022-01-08,0.05266666666666667,0.09156666666666667,0.11666666666666667,0.39186666666666664
2022-01-13,0.05343333333333333,0.08923333333333333,0.11533333333333333,0.38543333333333335
2022-01-18,0.0542,0.0869,0.114,0.379
2022-01-23,0.045,0.0821,0.1107,0.3825
2022-01-28,0.0664,0.0895,0.1204,0.3742
2022-02-02,0.06016666666666667,0.08493333333333333,0.1148,0.3669
2022-02-07,0.05393333333333333,0.08036666666666667,0.10919999999999999,0.3596
2022-02-12,0.0477,0.0758,0.1036,0.3523
2022-02-17,0.04665,0.0763,0.10005,0.34545000000000003
2022-02-22,0.0456,0.0768,0.0965,0.3386
2022-02-27,0.0487,0.078,0.1011,0.3384
2022-03-04,0.047,0.07705000000000001,0.09665,0.3349
2022-03-09,0.0453,0.0761,0.0922,0.3314
2022-03-14,0.0443,0.07275000000000001,0.0925,0.3235
2022-03-19,0.0433,0.0694,0.0928,0.3156
2022-03-24,0.0385,0.0681,0.083,0.3232
2022-03-29,0.0397,0.0651,0.0831,0.3114
2022-04-03,0.0289,0.0613,0.084,0.3031
2022-04-08,0.0472,0.0675,0.0883,0.306
2022-04-13,0.0342,0.0582,0.0796,0.2922
2022-04-18,0.033299999999999996,0.05745,0.0777,0.28605
2022-04-23,0.0324,0.0567,0.0758,0.2799
2022-04-28,0.0341,0.0569,0.0779,0.2853
