date,B02,B03,B04,B08
2021-05-03,0.0024,0.029,0.0195,0.1971
2021-05-08,0.0001,0.0372,0.0236,0.2145
2021-05-18,0.0001,0.030399999999999996,0.0168,0.21255000000000002
2021-05-23,0.0001,0.0236,0.01,0.2106
2021-05-28,0.0001,0.025099999999999997,0.009899999999999999,0.2097
2021-06-02,0.0001,0.0266,0.0098,0.2088
2021-06-07,0.0001,0.0231,0.0108,0.2003
2021-06-12,0.0001,0.022824999999999998,0.010625,0.20752500000000002
2021-06-17,0.0001,0.02255,0.010450000000000001,0.21475
2021-06-22,0.0001,0.022275,0.010275,0.22197499999999998
2021-07-07,0.0001,0.022,0.0101,0.2292
2021-07-17,0.0001,0.0279,0.0102,0.2433
2021-07-22,0.0001,0.0281,0.0146,0.2273
2021-07-27,0.0001,0.0253,0.0155,0.232
2021-08-01,0.0001,0.0284,0.0173,0.2209
2021-08-06,0.0196,0.0544,0.0433,0.217
2021-08-11,0.01185,0.0519,0.03895,0.24380000000000002
2021-08-16,0.0041,0.0494,0.0346,0.2706
2021-08-21,0.0001,0.0378,0.0239,0.2303
2021-08-26,0.0001,0.04,0.0272,0.2282
2021-08-31,0.0023,0.0424,0.0275,0.2361
2021-09-05,0.0019,0.0445,0.0286,0.227
2021-09-10,0.0202,0.0543,0.0414,0.2341
2021-09-15,0.0204,0.0567,0.0444,0.2357
2021-09-20,0.0143,0.0523,0.0378,0.2491
2021-09-25,0.01565,0.055,0.041800000000000004,0.25425
2021-09-30,0.017,0.0577,0.0458,0.2594
2021-10-05,0.0282,0.0706,0.0583,0.2558
2021-10-10,0.0225,0.068,0.0516,0.2722
2021-10-15,0.0294,0.0762,0.0563,0.2806
2021-10-20,0.030199999999999998,0.07985,0.06135,0.2797
2021-10-25,0.031,0.0835,0.0664,0.2788
2021-10-30,0.0377,0.0842,0.0665,0.2706
2021-11-04,0.0377,0.085,0.0702,0.2711
2021-11-09,0.03485,0.08625,0.0741,0.279
2021-11-14,0.032,0.0875,0.078,0.2869
2021-11-19,0.045,0.0918,0.0776,0.2808
2021-11-24,0.0414,0.0908,0.0816,0.288
2021-11-29,0.0408,0.0927,0.08235,0.2903
2021-12-04,0.0402,0.0946,0.0831,0.2926
2021-12-09,0.0407,0.0943,0.0842,0.2866
2021-12-14,0.0412,0.094,0.0853,0.2806
2021-12-19,0.0424,0.09385,0.08574999999999999,0.27344999999999997
2021-12-24,0.0436,0.0937,0.0862,0.2663
2021-12-29,0.039150000000000004,0.0887,0.081,0.26865
2022-01-03,0.0347,0.0837,0.0758,0.271
2022-01-08,0.0414,0.0827,0.0773,0.2661
2022-01-13,0.0447,0.087,0.0814,0.2485
2022-01-18,0.0367,0.0782,0.0681,0.2606
2022-01-23,0.0284,0.0718,0.0652,0.2603
2022-01-28,0.046,0.077,0.0686,0.2531
2022-02-02,0.0398,0.07316666666666667,0.0639,0.2459
2022-02-07,0.0336,0.06933333333333333,0.059199999999999996,0.2387
2022-02-12,0.0274,0.0655,0.0545,0.2315
2022-02-17,0.028650000000000002,0.0621,0.0547,0.21415
2022-02-22,0.0299,0.0587,0.0549,0.1968
2022-02-27,0.0342,0.0616,0.0538,0.1935
2022-03-04,0.03325,0.05865,0.053000000000000005,0.1881
2022-03-09,0.0323,0.0557,0.0522,0.1827
2022-03-14,0.03135,0.0534,0.0479,0.179
2022-03-19,0.0304,0.0511,0.0436,0.1753
2022-03-24,0.021,0.0464,0.0416,0.1673
2022-03-29,0.0279,0.0475,0.0444,0.1648
2022-04-03,0.0157,0.0427,0.039,0.1572
2022-04-08,0.0309,0.0462,0.0406,0.1604
2022-04-13,0.0177,0.0444,0.0365,0.1528
2022-04-18,0.01845,0.04315,0.038,0.15005
2022-04-23,0.0192,0.0419,0.0395,0.1473
2022-04-28,0.0221,0.0418,0.0362,0.1499
