date,B02,B03,B04,B08
2021-05-03,0.0065,0.03655,0.0533,0.20274999999999999
2021-05-08,0.0075,0.0393,0.0605,0.2022
2021-05-18,0.0059,0.0337,0.06225,0.19369999999999998
2021-05-23,0.0043,0.0281,0.064,0.1852
2021-05-28,0.0059,0.02765,0.06825,0.17804999999999999
2021-06-02,0.0075,0.0272,0.0725,0.1709
2021-06-07,0.0001,0.0272,0.0703,0.1686
2021-06-12,0.0001,0.023975,0.064975,0.15445
2021-06-17,0.0001,0.020749999999999998,0.05965,0.1403
2021-06-22,0.0001,0.017525,0.054325,0.12614999999999998
2021-07-07,0.0001,0.0143,0.049,0.112
2021-07-17,0.0001,0.0203,0.0546,0.123
2021-07-22,0.0065,0.0234,0.0546,0.1205
2021-07-27,0.0036,0.0217,0.0556,0.1186
2021-08-01,0.0131,0.026,0.0557,0.1175
2021-08-06,0.016566666666666667,0.0313,0.06233333333333333,0.12393333333333333
2021-08-11,0.020033333333333334,0.0366,0.06896666666666666,0.13036666666666666
2021-08-16,0.0235,0.0419,0.0756,0.1368
2021-08-21,0.0268,0.0433,0.0789,0.1421
2021-08-26,0.0244,0.0427,0.083,0.1461
2021-08-31,0.0326,0.0479,0.0866,0.1549
2021-09-05,0.03,0.0508,0.0895,0.1609
2021-09-10,0.037849999999999995,0.055749999999999994,0.09534999999999999,0.16454999999999997
2021-09-15,0.0457,0.0607,0.1012,0.1682
2021-09-20,0.0403,0.0581,0.0971,0.174
2021-09-25,0.04165,0.05945,0.09455,0.18314999999999998
2021-09-30,0.043,0.0608,0.092,0.1923
2021-10-05,0.0473,0.073,0.0965,0.2075
2021-10-10,0.0394,0.0655,0.0867,0.2112
2021-10-15,0.0395,0.0693,0.0854,0.227
2021-10-20,0.037250000000000005,0.0689,0.07919999999999999,0.23970000000000002
2021-10-25,0.035,0.0685,0.073,0.2524
2021-10-30,0.0395,0.0681,0.0682,0.2677
2021-11-04,0.028,0.0612,0.0614,0.2775
2021-11-09,0.02725,0.059899999999999995,0.059550000000000006,0.28590000000000004
2021-11-14,0.0265,0.0586,0.0577,0.2943
2021-11-19,0.0354,0.0646,0.0567,0.2963
2021-11-24,0.03266666666666666,0.06386666666666667,0.056466666666666665,0.3018
2021-11-29,0.029933333333333333,0.06313333333333333,0.05623333333333334,0.3073
2021-12-04,0.0272,0.0624,0.056,0.3128
2021-12-09,0.0277,0.0619,0.056,0.31365
2021-12-14,0.0282,0.0614,0.056,0.3145
2021-12-19,0.03155,0.06420000000000001,0.05885,0.30765
2021-12-24,0.0349,0.067,0.0617,0.3008
2021-12-29,0.03065,0.06415,0.0598,0.30674999999999997
2022-01-03,0.0264,0.0613,0.0579,0.3127
2022-01-08,0.02836666666666667,0.05963333333333334,0.05566666666666667,0.3063666666666667
2022-01-13,0.030333333333333334,0.057966666666666666,0.05343333333333333,0.3000333333333333
2022-01-18,0.0323,0.0563,0.0512,0.2937
2022-01-23,0.0197,0.0502,0.0497,0.2957
2022-01-28,0.0392,0.056,0.0524,0.2885
2022-02-02,0.0344,0.05263333333333334,0.050300000000000004,0.2804333333333333
2022-02-07,0.0296,0.04926666666666667,0.0482,0.27236666666666665
2022-02-12,0.0248,0.0459,0.0461,0.2643
2022-02-17,0.025099999999999997,0.045950000000000005,0.0473,0.25939999999999996
2022-02-22,0.0254,0.046,0.0485,0.2545
2022-02-27,0.0337,0.0483,0.0495,0.258
2022-03-04,0.03195,0.048100000000000004,0.0499,0.25670000000000004
2022-03-09,0.0302,0.0479,0.0503,0.2554
2022-03-14,0.031100000000000003,0.047850000000000004,0.05065,0.25325
2022-03-19,0.032,0.0478,0.051,0.2511
2022-03-24,0.024,0.0446,0.0494,0.2454
2022-03-29,0.0307,0.0451,0.0511,0.2426
2022-04-03,0.0154,0.0376,0.0442,0.2237
2022-04-08,0.0331,0.0503,0.0544,0.2381
2022-04-13,0.0236,0.0494,0.0557,0.2173
2022-04-18,0.02465,0.04865,0.0576,0.2082
2022-04-23,0.0257,0.0479,0.0595,0.1991
2022-04-28,0.0293,0.0496,0.0667,0.2053
