date,B02,B03,B04,B08
2021-05-03,0.0396,0.0688,0.1026,0.1557
2021-05-08,0.0318,0.0612,0.09503333333333333,0.14666666666666667
2021-05-18,0.024,0.0536,0.08746666666666666,0.13763333333333333
2021-05-23,0.0162,0.046,0.0799,0.1286
2021-05-28,0.01645,0.045950000000000005,0.0804,0.1279
2021-06-02,0.0167,0.0459,0.0809,0.1272
2021-06-07,0.0081,0.044,0.0802,0.1259
2021-06-12,0.0238,0.0447,0.08,0.1309
2021-06-17,0.0159,0.04273333333333333,0.07746666666666667,0.12446666666666666
2021-06-22,0.008,0.040766666666666666,0.07493333333333334,0.11803333333333334
2021-07-07,0.0001,0.0388,0.0724,0.1116
2021-07-17,0.0142,0.0416,0.0747,0.126
2021-07-22,0.0223,0.0495,0.0794,0.1271
2021-07-27,0.003,0.0228,0.0422,0.0718
2021-08-01,0.0283,0.0495,0.0774,0.1264
2021-08-06,0.0583,0.0834,0.1066,0.1593
2021-08-11,0.0592,0.0781,0.1,0.153
2021-08-16,0.04,0.0714,0.0937,0.1499
2021-08-21,0.0453,0.0681,0.0995,0.1458
2021-08-26,0.0431,0.0705,0.102,0.1515
2021-08-31,0.0498,0.0737,0.106,0.1585
2021-09-05,0.0485,0.0801,0.1135,0.1651
2021-09-10,0.0738,0.096,0.1227,0.1704
2021-09-15,0.0678,0.0963,0.1275,0.172
2021-09-20,0.0486,0.0703,0.0987,0.1428
2021-09-25,0.060200000000000004,0.08405,0.11649999999999999,0.16394999999999998
2021-09-30,0.0718,0.0978,0.1343,0.1851
2021-10-05,0.0753,0.1104,0.1446,0.1928
2021-10-10,0.0735,0.1044,0.1362,0.1876
2021-10-15,0.0748,0.1039,0.1437,0.1917
2021-10-20,0.07615,0.1069,0.1471,0.19275
2021-10-25,0.0775,0.1099,0.1505,0.1938
2021-10-30,0.0866,0.1171,0.1532,0.2001
2021-11-04,0.0824,0.116,0.1572,0.201
2021-11-09,0.08265,0.1169,0.15935,0.2058
2021-11-14,0.0829,0.1178,0.1615,0.2106
2021-11-19,0.0942,0.1237,0.1604,0.2118
2021-11-24,0.0846,0.1183,0.1635,0.21
2021-11-29,0.0916,0.1239,0.1639,0.2061
2021-12-04,0.0884,0.1211,0.1632,0.2097
2021-12-09,0.088,0.123,0.1632,0.2071
2021-12-14,0.0876,0.1249,0.1632,0.2045
2021-12-19,0.0949,0.1249,0.1665,0.2096
2021-12-24,0.0863,0.1251,0.1618,0.197
2021-12-29,0.08549999999999999,0.12145,0.16010000000000002,0.1991
2022-01-03,0.0847,0.1178,0.1584,0.2012
2022-01-08,0.0882,0.1174,0.1594,0.1969
2022-01-13,0.0881,0.1209,0.1605,0.1902
2022-01-18,0.0871,0.1191,0.1572,0.1972
2022-01-23,0.0836,0.1158,0.1596,0.1987
2022-01-28,0.0916,0.1191,0.1593,0.2022
2022-02-02,0.0936,0.1206,0.1596,0.2012
2022-02-07,0.0956,0.1221,0.1599,0.2002
2022-02-12,0.0747,0.106,0.1471,0.1852
2022-02-17,0.0764,0.10655,0.14735,0.1859
2022-02-22,0.0781,0.1071,0.1476,0.1866
2022-02-27,0.0852,0.114,0.1484,0.1903
2022-03-04,0.0834,0.11095,0.14750000000000002,0.1871
2022-03-09,0.0816,0.1079,0.1466,0.1839
2022-03-14,0.0817,0.1076,0.1443,0.1814
2022-03-19,0.0839,0.1089,0.1429,0.182
2022-03-24,0.0749,0.1048,0.1404,0.1825
2022-03-29,0.078,0.1036,0.1394,0.1802
2022-04-03,0.0638,0.0942,0.1334,0.1665
2022-04-08,0.0807,0.1042,0.1355,0.1712
2022-04-13,0.0691,0.0968,0.1309,0.1697
2022-04-18,0.0808,0.0966,0.1303,0.1688
2022-04-23,0.0639,0.0893,0.1236,0.1572
2022-04-28,0.0726,0.0873,0.1187,0.158
