date,B02,B03,B04,B08
2021-05-03,0.0101,0.0519,0.0259,0.4145
2021-05-08,0.0071,0.0575,0.0275,0.4406
2021-05-18,0.0036000000000000003,0.0533,0.0263,0.4363
2021-05-23,0.0001,0.0491,0.0251,0.432
2021-05-28,0.002,0.05225,0.045399999999999996,0.39415
2021-06-02,0.0039,0.0554,0.0657,0.3563
2021-06-07,0.0001,0.0617,0.084,0.3582
2021-06-12,0.001925,0.056424999999999996,0.092625,0.33495
2021-06-17,0.00375,0.05115,0.10125,0.3117
2021-06-22,0.005575,0.045875,0.109875,0.28845
2021-07-07,0.0074,0.0406,0.1185,0.2652
2021-07-17,0.0064,0.0369,0.1083,0.2485
2021-07-22,0.0156,0.0435,0.1088,0.2449
2021-07-27,0.0145,0.0435,0.1126,0.2563
2021-08-01,0.0197,0.0437,0.1082,0.2367
2021-08-06,0.0437,0.0655,0.1168,0.2307
2021-08-11,0.039,0.0621,0.11760000000000001,0.2393
2021-08-16,0.0343,0.0587,0.1184,0.2479
2021-08-21,0.032,0.0531,0.1076,0.2221
2021-08-26,0.0308,0.0565,0.1145,0.2421
2021-08-31,0.0387,0.061,0.1208,0.2466
2021-09-05,0.035,0.0625,0.1244,0.2489
2021-09-10,0.0535,0.077,0.1293,0.2495
2021-09-15,0.0549,0.0756,0.1305,0.2502
2021-09-20,0.0495,0.0704,0.1292,0.2601
2021-09-25,0.05,0.07250000000000001,0.1312,0.2606
2021-09-30,0.0505,0.0746,0.1332,0.2611
2021-10-05,0.06,0.0858,0.1386,0.2623
2021-10-10,0.0575,0.0766,0.139,0.2643
2021-10-15,0.0593,0.0817,0.141,0.2652
2021-10-20,0.0591,0.08474999999999999,0.14105,0.27195
2021-10-25,0.0589,0.0878,0.1411,0.2787
2021-10-30,0.0628,0.0861,0.1306,0.2813
2021-11-04,0.0548,0.0852,0.1291,0.2952
2021-11-09,0.0477,0.07975,0.11485,0.30395
2021-11-14,0.0406,0.0743,0.1006,0.3127
2021-11-19,0.0443,0.0764,0.0913,0.3318
2021-11-24,0.0311,0.0667,0.069,0.3712
2021-11-29,0.02425,0.06359999999999999,0.05625,0.39964999999999995
2021-12-04,0.0174,0.0605,0.0435,0.4281
2021-12-09,0.01595,0.06325,0.03575,0.46935000000000004
2021-12-14,0.0145,0.066,0.028,0.5106
2021-12-19,0.01735,0.06935,0.0284,0.52875
2021-12-24,0.0202,0.0727,0.0288,0.5469
2021-12-29,0.016399999999999998,0.0731,0.02425,0.5871500000000001
2022-01-03,0.0126,0.0735,0.0197,0.6274
2022-01-08,0.0239,0.0771,0.0244,0.6263
2022-01-13,0.0298,0.0806,0.0328,0.5873
2022-01-18,0.0217,0.0758,0.0232,0.6154
2022-01-23,0.0123,0.0721,0.0199,0.637
2022-01-28,0.0354,0.079,0.0342,0.5727
2022-02-02,0.030466666666666666,0.07453333333333334,0.0329,0.5580666666666667
2022-02-07,0.02553333333333333,0.07006666666666667,0.0316,0.5434333333333333
2022-02-12,0.0206,0.0656,0.0303,0.5288
2022-02-17,0.02225,0.06395,0.032350000000000004,0.5186
2022-02-22,0.0239,0.0623,0.0344,0.5084
2022-02-27,0.0299,0.0633,0.0375,0.5038
2022-03-04,0.030100000000000002,0.06309999999999999,0.03755,0.49445
2022-03-09,0.0303,0.0629,0.0376,0.4851
2022-03-14,0.03215,0.0637,0.038900000000000004,0.4806
2022-03-19,0.034,0.0645,0.0402,0.4761
2022-03-24,0.0248,0.0618,0.0397,0.4669
2022-03-29,0.0361,0.065,0.0427,0.4469
2022-04-03,0.0218,0.0589,0.0369,0.4447
2022-04-08,0.0344,0.064,0.0442,0.4344
2022-04-13,0.0279,0.0615,0.0449,0.4094
2022-04-18,0.0276,0.06185,0.0454,0.40249999999999997
2022-04-23,0.0273,0.0622,0.0459,0.3956
2022-04-28,0.0321,0.0626,0.0441,0.4131
