ID,ndvi_Jan,ndvi_Feb,ndvi_Mar,ndvi_Apr,ndvi_May,ndvi_Jun,ndvi_Jul,ndvi_Aug,ndvi_Sep,ndvi_Oct,ndvi_Nov,ndvi_Dec,ndvi_pen,b02_Jan,b02_Feb,b02_Mar,b02_Apr,b02_May,b02_Jun,b02_Jul,b02_Aug,b02_Sep,b02_Oct,b02_Nov,b02_Dec,b02_pen,b03_Jan,b03_Feb,b03_Mar,b03_Apr,b03_May,b03_Jun,b03_Jul,b03_Aug,b03_Sep,b03_Oct,b03_Nov,b03_Dec,b03_pen,b04Jan,b04Feb,b04Mar,b04Apr,b04May,b04Jun,b04Jul,b04Aug,b04Sep,b04Oct,b04Nov,b04Dec,b04_pen,b08Jan,b08Feb,b08Mar,b08Apr,b08May,b08Jun,b08Jul,b08Aug,b08Sep,b08Oct,b08Nov,b08Dec,b08_pen,specie
776,0.289555966854095,0.309943079948425,0.419380217790604,0.397926896810532,0.532041072845459,0.461916029453278,0.392106980085373,0.362524002790451,0.328239947557449,0.293110758066177,0.290461808443069,0.256214082241058,0.0013743491248971588,0.0312472451478243,0.0178763642907143,0.0137857468798757,0.0344133339822292,0.0362624265253544,0.0476272031664848,0.0561387129127979,0.0565612353384495,0.061336699873209,0.0662460476160049,0.0627263709902763,0.051327683031559,0.017105617866650262,0.0609612241387367,0.0494921319186687,0.0429800413548946,0.0599761307239532,0.066334642469883,0.0813343450427055,0.0962226167321205,0.101853840053082,0.104499071836472,0.101745367050171,0.0924725383520126,0.0784790590405464,0.006002254898180694,0.111000329256058,0.0918146744370461,0.0682639926671982,0.0877233594655991,0.0793632045388222,0.101288691163063,0.129663303494453,0.134946197271347,0.141001343727112,0.144164532423019,0.136069864034653,0.120117373764515,0.0036984283619974838,0.201281100511551,0.173052698373795,0.167379856109619,0.202275052666664,0.260796576738358,0.274112552404404,0.296650111675262,0.288614332675934,0.278777688741684,0.263330489397049,0.247677877545357,0.202859163284302,0.0026862110462795743,almond
1354,0.515895783901215,0.497236371040344,0.438161730766296,0.376292079687119,0.688130080699921,0.770099997520447,0.724145114421844,0.682413637638092,0.66886693239212,0.663604974746704,0.572810649871826,0.525454938411713,0.0015594257381649672,0.0154753187671304,0.0030731507577002,0.0045447261072695,0.0240872446447611,0.0192959140986204,0.0213948786258698,0.0269703976809978,0.0296665448695421,0.0292667746543884,0.0290728621184826,0.0361617989838123,0.0354877077043056,0.01061536552796819,0.0397969484329224,0.0251264590770006,0.0237352959811687,0.0418712124228477,0.0446769334375858,0.0476797185838223,0.0564652197062969,0.0597389079630375,0.0597237050533295,0.0563853122293949,0.0595108978450298,0.0589625500142574,0.0028018364096882983,0.0524835772812366,0.0413521900773048,0.0414302572607994,0.0591755025088787,0.0399556830525398,0.0367287397384644,0.0468655079603195,0.0526997894048691,0.0511188134551048,0.0484113730490208,0.060332927852869,0.0624483972787857,0.002185178500888115,0.164008393883705,0.123247891664505,0.105660960078239,0.13092514872551,0.221847206354141,0.281120210886002,0.292754352092743,0.279589295387268,0.257338553667068,0.239266440272331,0.222184240818024,0.200949937105179,0.0001796188297729863,almond
898,0.468007624149323,0.441569834947586,0.474113017320633,0.410011112689972,0.48506361246109,0.720049202442169,0.670802235603333,0.594738364219666,0.532960653305054,0.463201463222504,0.371212661266327,0.330897212028503,0.0029489141507012553,0.0218139681965113,0.0120949177071452,0.0046129506081342,0.0191122740507126,0.0399726368486881,0.0294361412525177,0.0325686149299145,0.0418725907802582,0.045575600117445,0.048324067145586,0.0573612786829472,0.0528338067233562,0.025352310483179437,0.0496020652353764,0.0370653234422207,0.0263061169534922,0.0362813360989094,0.0595132932066917,0.0604514591395855,0.0696903243660927,0.0806527882814407,0.079636313021183,0.0786357074975967,0.0849089398980141,0.0754206627607346,0.011510943358615447,0.0724781081080437,0.0651167929172516,0.0449300520122051,0.0549576990306377,0.0699969977140427,0.0486108362674713,0.0637260898947716,0.0790653824806213,0.0806821212172508,0.088371105492115,0.110403440892696,0.104377448558807,0.008611903349296422,0.200329720973969,0.163877829909325,0.125668913125992,0.13010747730732,0.206663489341736,0.297106295824051,0.323043823242188,0.311459392309189,0.268737733364105,0.2407136708498,0.241067692637444,0.20747110247612,0.025114660995695322,almond
753,0.284948647022247,0.295459151268005,0.27733314037323,0.247817844152451,0.370668679475784,0.413154751062393,0.353489130735397,0.30789914727211,0.259582191705704,0.239142775535583,0.202841103076935,0.203881949186325,0.0004418539039604951,0.0265933778136969,0.0117691420018673,0.0151898190379143,0.0354034714400768,0.0437331721186638,0.0536939799785614,0.0625755339860916,0.0672618374228477,0.0716092213988304,0.0698322430253029,0.0742695182561874,0.0647848173975945,0.014522520796982631,0.0594340860843658,0.0407749004662037,0.042339101433754,0.0583816580474377,0.0726269781589508,0.0852601006627083,0.102564811706543,0.111181579530239,0.11531575024128,0.106516435742378,0.104901857674122,0.0939428806304932,0.0034651591867789736,0.10771669447422,0.0839258208870888,0.0769696608185768,0.0953050628304482,0.0989082455635071,0.107045844197273,0.132810950279236,0.143666133284569,0.153202682733536,0.15205380320549,0.160018771886826,0.146962642669678,0.0016278991686080504,0.193349376320839,0.155016615986824,0.136094510555267,0.15802164375782,0.216202989220619,0.256950527429581,0.277894794940948,0.271623700857162,0.260600656270981,0.24765120446682,0.241396173834801,0.222204267978668,0.0011842549056620012,almond
1297,0.495133638381958,0.395192533731461,0.347119033336639,0.307737529277802,0.506681025028229,0.555678367614746,0.5086270570755,0.470940351486206,0.452170997858047,0.418570876121521,0.426098942756653,0.436991900205612,0.0010102956181724382,0.0206684358417988,0.0120036732405424,0.0097957160323858,0.031298391520977,0.0332866571843624,0.0389836877584457,0.0446396246552467,0.0475675985217094,0.0461062230169773,0.0492495968937874,0.0499759316444397,0.0419088527560234,0.011182717966197518,0.0506176240742207,0.0421772487461567,0.0317349955439568,0.0491358153522015,0.0579407177865505,0.0649785697460175,0.0762002691626549,0.0807746723294258,0.0772602409124374,0.0759843215346336,0.0731398463249207,0.0665423348546028,0.005468419405870334,0.0651331394910812,0.0666062459349632,0.0574851222336292,0.073678083717823,0.0675333589315414,0.0708867982029915,0.0842114239931107,0.0899123921990395,0.0873243659734726,0.0899210497736931,0.0853643193840981,0.0769569799304008,0.002702989411852299,0.192839249968529,0.154264643788338,0.118596531450748,0.139259532094002,0.207515448331833,0.24743977189064,0.25849062204361,0.25015926361084,0.231485545635223,0.21936859190464,0.211968436837196,0.196346282958984,0.0009774082955055277,almond
780,0.530509054660797,0.480166792869568,0.470487296581268,0.342042863368988,0.510320544242859,0.502617537975311,0.412253379821777,0.353385031223297,0.325557261705399,0.276975482702255,0.252212256193161,0.231617540121078,0.0023600530565264077,0.0125487083569169,0.004025787115097,0.0071792104281485,0.034008577466011,0.0315359607338905,0.0443035997450352,0.0548155941069126,0.0609405264258385,0.064556397497654,0.0651441588997841,0.068235270678997,0.058297760784626,0.01830619184098382,0.0371437445282936,0.0260237101465464,0.0296520218253136,0.0557387620210648,0.0600169114768505,0.074202373623848,0.094302698969841,0.10406406223774,0.105699300765991,0.101898923516273,0.0958060771226883,0.0847464725375175,0.007326104680985942,0.0554629415273666,0.0485374182462692,0.0502957440912724,0.0865310803055763,0.0744648054242134,0.0893870294094086,0.120967201888561,0.136750429868698,0.14280104637146,0.147848591208458,0.147626012563705,0.1320561170578,0.0048116446874728385,0.177739500999451,0.138926342129707,0.140150621533394,0.172774657607079,0.231058076024055,0.268337935209274,0.290051132440567,0.286369860172272,0.280643343925476,0.261256784200668,0.247111856937408,0.211791217327118,0.0013404625236061861,almond
1125,0.276331931352615,0.300924986600876,0.307411581277847,0.283060878515244,0.52690190076828,0.716423034667969,0.683173656463623,0.653874099254608,0.624973654747009,0.600299000740051,0.558733403682709,0.462600380182266,0.0014091968894740675,0.0390109270811081,0.0250733345746994,0.0225457735359669,0.0367815755307674,0.0347662009298801,0.0283157136291265,0.0315905623137951,0.0332129783928394,0.0368551649153233,0.039556972682476,0.0436685793101788,0.0454372838139534,0.013900020925831232,0.0670566409826279,0.0600245147943497,0.0474886149168015,0.0557860769331455,0.0624290816485882,0.0586355179548264,0.0671882778406143,0.0692111700773239,0.0686145126819611,0.0677607804536819,0.070881113409996,0.074697308242321,0.0058122489955585496,0.110734723508358,0.100300565361977,0.0835549384355545,0.0906804203987122,0.0720137879252434,0.0514853335916996,0.0602786652743816,0.0634165331721306,0.0650925040245056,0.0654721781611443,0.073142945766449,0.0856452733278275,0.003569770801596375,0.195147827267647,0.186588808894157,0.157755315303802,0.162056088447571,0.237372428178787,0.310469835996628,0.32024672627449,0.303415447473526,0.282104879617691,0.261943519115448,0.258321672677994,0.232793062925339,0.002256963525908721,almond
1296,0.433417171239853,0.331814378499985,0.327001929283142,0.272857308387756,0.471830189228058,0.51520711183548,0.471717238426208,0.431320160627365,0.426802158355713,0.372721940279007,0.350650757551193,0.365127563476562,0.0006078251452235176,0.0265145041048527,0.0184280909597874,0.015784464776516,0.0376502797007561,0.0375810675323009,0.0416093207895756,0.0474770031869411,0.0505320727825165,0.0507903024554253,0.0545324012637138,0.0567465834319592,0.0510533191263676,0.007897603523239462,0.0568272136151791,0.051714226603508,0.0402952991425991,0.0581411793828011,0.0624796897172928,0.0692405551671982,0.0777377039194107,0.0829281583428383,0.0803706720471382,0.082356683909893,0.081412672996521,0.0732283741235733,0.0036196356864586082,0.0781510174274445,0.0820259675383568,0.0687154829502106,0.0867509171366692,0.0750499069690704,0.0792155712842941,0.0918357819318771,0.0984916761517525,0.0935297012329102,0.102429069578648,0.104010313749313,0.0968544632196426,0.0012687416173662606,0.197682648897171,0.163696363568306,0.13534240424633,0.151604920625687,0.210402563214302,0.247029140591621,0.255694478750229,0.247996360063553,0.232782319188118,0.224174007773399,0.216337189078331,0.208167254924774,0.0003491471133306826,almond
1605,0.329597741365433,0.335303455591202,0.359453946352005,0.3262058198452,0.558358669281006,0.627451717853546,0.566110908985138,0.518592417240143,0.452574729919434,0.362642139196396,0.332810431718826,0.320002764463425,0.000926369223610542,0.0334029421210289,0.0120961396023631,0.0126388045027852,0.0368355624377728,0.0316701605916023,0.0340147912502289,0.0408432073891163,0.0426370874047279,0.0495847836136818,0.0575245209038258,0.0597799941897392,0.053068146109581,0.012205789437548813,0.0633586272597313,0.040459867566824,0.0350708328187466,0.0528341494500637,0.0568144470453262,0.0617556013166904,0.0735542103648186,0.0790884047746658,0.0834851711988449,0.0877755135297775,0.0875412225723267,0.0788639485836029,0.004341142416883721,0.107989721000195,0.0803474336862564,0.0645048320293427,0.084878221154213,0.0672170966863632,0.0666070282459259,0.0829417034983635,0.0890108644962311,0.0981403365731239,0.117852434515953,0.121189706027508,0.111586906015873,0.003409104136580019,0.214274793863297,0.160037621855736,0.136770710349083,0.166699543595314,0.240034654736519,0.289912492036819,0.299226462841034,0.28137019276619,0.259916484355927,0.252303957939148,0.242034465074539,0.216471552848816,0.002645555049504899,almond
760,0.357783138751984,0.403098672628403,0.358989417552948,0.300751686096191,0.474432647228241,0.475454241037369,0.414654761552811,0.365744203329086,0.311960160732269,0.270173370838165,0.243187099695206,0.23214964568615,0.0008514750230821014,0.0169924646615982,0.0030341381207108,0.0073196338489651,0.02505805157125,0.0316069647669792,0.0445450730621815,0.0508956052362919,0.0542172566056252,0.0597781427204609,0.0592551119625568,0.0604937523603439,0.0536645911633968,0.017935536747946478,0.0453581735491753,0.0308011304587126,0.0304900724440813,0.043318260461092,0.0537718832492828,0.0710339248180389,0.088859423995018,0.0956856459379196,0.0967472493648529,0.0909582525491714,0.0849253013730049,0.0767631977796555,0.005109444400926508,0.0757233425974846,0.0559001304209232,0.0552586428821087,0.0710281878709793,0.0682769194245338,0.0838428512215614,0.104979828000069,0.114889390766621,0.122729055583477,0.124164044857025,0.12065976113081,0.110277481377125,0.002189930721143585,0.159695655107498,0.131385162472725,0.117040000855923,0.132328197360039,0.192863538861275,0.234537243843079,0.253721714019775,0.247538164258003,0.234086886048317,0.216188430786133,0.198229804635048,0.176975637674332,0.0003817841959693909,almond
