"","ID","ndvi_Jan","ndvi_Feb","ndvi_Mar","ndvi_Apr","ndvi_May","ndvi_Jun","ndvi_Jul","ndvi_Aug","ndvi_Sep","ndvi_Oct","ndvi_Nov","ndvi_Dec","ndvi_pen","n","specie"
"23",23,0.612131536006927,0.707816898822784,0.675214231014252,0.581386268138885,0.494087636470795,0.446309268474579,0.408281892538071,0.419129639863968,0.446955323219299,0.449439823627472,0.444959551095963,0.44208151102066,0.00646418426185846,42,"olive"
"24",24,0.55825936794281,0.630730032920837,0.601678907871246,0.52972811460495,0.46888142824173,0.425827264785767,0.404264450073242,0.41266793012619,0.443520814180374,0.4408238530159,0.441186845302582,0.424692720174789,0.00588684994727373,42,"olive"
"25",25,0.605414688587189,0.697330594062805,0.667726099491119,0.572638392448425,0.485820055007935,0.451016068458557,0.409056484699249,0.40878039598465,0.43659520149231,0.436643123626709,0.432750523090363,0.415475428104401,0.00447985716164112,42,"olive"
"26",26,0.478282541036606,0.523553967475891,0.55257248878479,0.476087242364883,0.411582589149475,0.37009271979332,0.351901948451996,0.35144966840744,0.379662364721298,0.398075968027115,0.419352322816849,0.417655557394028,0.00278619048185647,42,"olive"
"27",27,0.455934971570969,0.512179493904114,0.527008354663849,0.467729508876801,0.427194178104401,0.387254983186722,0.354795068502426,0.355342537164688,0.383811116218567,0.399741977453232,0.405506253242493,0.410918056964874,0.00332482275553048,42,"olive"
"28",28,0.459824860095978,0.531332790851593,0.545583546161652,0.480696171522141,0.423525750637054,0.37597331404686,0.341950684785843,0.356747359037399,0.385171413421631,0.3890141248703,0.394577026367188,0.389324873685837,0.00347010302357376,42,"olive"
"29",29,0.488198012113571,0.549962759017944,0.563758015632629,0.500088810920715,0.442071408033371,0.39795333147049,0.374060422182083,0.386740535497665,0.424682319164276,0.439221531152725,0.436503797769547,0.433108329772949,0.00405556662008166,42,"olive"
"30",30,0.44003301858902,0.487255156040192,0.505358934402466,0.442056000232697,0.385079741477966,0.342675536870956,0.314676702022552,0.325227171182632,0.345201075077057,0.361699283123016,0.372133195400238,0.368679106235504,0.0023240081500262,42,"olive"
"31",31,0.469720751047134,0.527147710323334,0.531075954437256,0.469952315092087,0.411113321781158,0.362527996301651,0.331183791160583,0.332988321781158,0.355399399995804,0.370130151510239,0.379213184118271,0.38419982790947,0.00289109000004828,42,"olive"
"32",32,0.465903729200363,0.543732404708862,0.556671857833862,0.478451758623123,0.409274071455002,0.361337006092072,0.340223431587219,0.343233168125153,0.373017966747284,0.398264765739441,0.40135195851326,0.393934607505798,0.00340612092986703,42,"olive"
"33",33,0.515861570835114,0.611138641834259,0.635276019573212,0.560851335525513,0.483752012252808,0.433023124933243,0.398892551660538,0.418304443359375,0.451318651437759,0.46857088804245,0.47258460521698,0.459827125072479,0.0037169789429754,42,"olive"
"34",34,0.519981443881989,0.611944556236267,0.638039708137512,0.563625514507294,0.458463132381439,0.401877015829086,0.37188184261322,0.387504816055298,0.416569977998734,0.429442822933197,0.431631088256836,0.432846248149872,0.00381973059847951,42,"olive"
"35",35,0.467952191829681,0.531330645084381,0.552880465984344,0.486250370740891,0.416982889175415,0.375779658555984,0.3488410115242,0.357305943965912,0.3973488509655,0.415756225585938,0.423209547996521,0.417826384305954,0.00256956578232348,42,"olive"
"36",36,0.548100531101227,0.638957142829895,0.630759954452515,0.555166006088257,0.473918557167053,0.426055997610092,0.403767585754395,0.41891285777092,0.460485875606537,0.478066384792328,0.482136070728302,0.469542324542999,0.00329775735735893,42,"olive"
"37",37,0.481939375400543,0.537720859050751,0.554712235927582,0.476763933897018,0.417344748973846,0.38060387969017,0.367769360542297,0.389716535806656,0.429324954748154,0.45605394244194,0.450755327939987,0.438812226057053,0.00332473358139396,42,"olive"
"38",38,0.525258541107178,0.598390877246857,0.60092830657959,0.518001079559326,0.438502818346024,0.38469186425209,0.36761200428009,0.38825848698616,0.427408903837204,0.443978667259216,0.439087986946106,0.429386645555496,0.00354952947236598,42,"olive"
"39",39,0.490120530128479,0.562258064746857,0.5748330950737,0.494654089212418,0.415108859539032,0.357312262058258,0.327529340982437,0.321424812078476,0.355950862169266,0.371510952711105,0.380296349525452,0.380239903926849,0.00347807817161083,42,"olive"
"40",40,0.53638744354248,0.60494202375412,0.599434554576874,0.529580235481262,0.464783996343613,0.414984554052353,0.390770018100739,0.41203773021698,0.451492607593536,0.460632890462875,0.460415154695511,0.449723094701767,0.00403588637709618,42,"olive"
"41",41,0.505903482437134,0.57026469707489,0.576983392238617,0.504788339138031,0.441916048526764,0.387628138065338,0.375743418931961,0.391695141792297,0.431372255086899,0.444457978010178,0.446095764636993,0.428665667772293,0.0042724353261292,42,"olive"
"42",42,0.520872592926025,0.587996959686279,0.589285373687744,0.511902987957001,0.453008055686951,0.383649945259094,0.36587193608284,0.376375287771225,0.418335229158401,0.435427904129028,0.436181545257568,0.432385504245758,0.00360500533133745,42,"olive"
"43",43,0.559804320335388,0.635250449180603,0.634356915950775,0.549509406089783,0.453655600547791,0.382607609033585,0.363112390041351,0.372512221336365,0.408315181732178,0.420449137687683,0.424289435148239,0.428517878055573,0.00407295487821102,42,"olive"
"44",44,0.508308887481689,0.583040535449982,0.589774429798126,0.502239227294922,0.419081181287766,0.363187074661255,0.334988534450531,0.343862295150757,0.374904543161392,0.393378913402557,0.394836992025375,0.397110939025879,0.00361214438453317,42,"olive"
"45",45,0.550269603729248,0.606044173240662,0.602241337299347,0.524396300315857,0.446248322725296,0.389361381530762,0.346847802400589,0.343727827072144,0.371483027935028,0.394429922103882,0.393527060747147,0.409930557012558,0.00238849013112485,42,"olive"
"46",46,0.581557333469391,0.640852272510529,0.646202027797699,0.5588019490242,0.470174372196198,0.41185861825943,0.379461199045181,0.400151252746582,0.438619375228882,0.455073684453964,0.453054577112198,0.452039271593094,0.00493789045140147,42,"olive"
"47",47,0.520010769367218,0.57906174659729,0.58052521944046,0.509915769100189,0.43739652633667,0.382317572832108,0.343248069286346,0.354288637638092,0.379318594932556,0.390236020088196,0.403006285429001,0.406987518072128,0.0033581496682018,42,"olive"
"48",48,0.459509134292603,0.519119441509247,0.524433970451355,0.453619986772537,0.389426410198212,0.337744206190109,0.302675157785416,0.309268116950989,0.325155973434448,0.342757761478424,0.358259737491608,0.3668452501297,0.00232885894365609,42,"olive"
"49",49,0.577620267868042,0.636373698711395,0.633536815643311,0.564555108547211,0.473635882139206,0.413475871086121,0.380652278661728,0.378573775291443,0.409858733415604,0.424820184707642,0.431999057531357,0.429095089435577,0.00496074976399541,42,"olive"
"50",50,0.54777055978775,0.626621186733246,0.637059390544891,0.561002254486084,0.470762014389038,0.403565466403961,0.368247836828232,0.37103545665741,0.409385591745377,0.424299299716949,0.422377943992615,0.434621393680573,0.00345757766626775,42,"olive"
"51",51,0.568720281124115,0.651474475860596,0.664547443389893,0.577459335327148,0.486659377813339,0.418072015047073,0.382543712854385,0.388859421014786,0.419969648122787,0.43398728966713,0.438105165958405,0.439256429672241,0.00306884269230068,42,"olive"
"52",52,0.496152967214584,0.554614782333374,0.541777074337006,0.48084020614624,0.406896948814392,0.37113344669342,0.336608171463013,0.324010640382767,0.342944890260696,0.361201554536819,0.366786330938339,0.370773881673813,0.00309633859433234,42,"olive"
"53",53,0.554101228713989,0.6264528632164,0.630231857299805,0.542203545570374,0.461591899394989,0.406679958105087,0.376473724842072,0.376404494047165,0.403924435377121,0.418662518262863,0.428167402744293,0.427314221858978,0.00401577539741993,42,"olive"
"54",54,0.579259872436523,0.648573517799377,0.652679979801178,0.57872599363327,0.480295777320862,0.414570957422256,0.378597021102905,0.3821781873703,0.418106406927109,0.439651757478714,0.454503506422043,0.453397125005722,0.0035308669321239,42,"olive"
"55",55,0.598053991794586,0.682207107543945,0.682415366172791,0.599224507808685,0.501320838928223,0.434486746788025,0.409330248832703,0.427041351795197,0.464215189218521,0.475457370281219,0.481251686811447,0.479601472616196,0.00339889759197831,42,"olive"
"56",56,0.590803444385529,0.662482917308807,0.674645602703094,0.599455893039703,0.499319344758987,0.433402717113495,0.401488959789276,0.416184782981873,0.448769360780716,0.463029265403748,0.46296426653862,0.461268037557602,0.00299263489432633,42,"olive"
"57",57,0.611500382423401,0.708017706871033,0.705909788608551,0.611853361129761,0.498350262641907,0.426476716995239,0.404677748680115,0.428354948759079,0.475252151489258,0.486038029193878,0.473257035017014,0.461459130048752,0.00445375824347138,42,"olive"
"58",58,0.555176854133606,0.635410308837891,0.646918475627899,0.564438760280609,0.452478587627411,0.394630670547485,0.370872259140015,0.376793712377548,0.410471647977829,0.424212276935577,0.426982134580612,0.425059258937836,0.0034283793065697,42,"olive"
"59",59,0.620845198631287,0.708330512046814,0.729794502258301,0.606002390384674,0.494128227233887,0.428011298179626,0.390419691801071,0.392437785863876,0.406794965267181,0.413508713245392,0.417074590921402,0.425755172967911,0.00439806981012225,42,"olive"
"60",60,0.55800461769104,0.639703869819641,0.656262278556824,0.574598491191864,0.481218308210373,0.415777534246445,0.380307227373123,0.384360074996948,0.401469767093658,0.411315858364105,0.427780598402023,0.428408086299896,0.00374714587815106,42,"olive"
"61",61,0.613974213600159,0.70707368850708,0.725885808467865,0.620266795158386,0.497420608997345,0.422436088323593,0.382936179637909,0.391284018754959,0.419120639562607,0.426707357168198,0.436830967664719,0.434404581785202,0.00312497816048563,42,"olive"
"62",62,0.625079929828644,0.700090050697327,0.706094145774841,0.627314567565918,0.527633726596832,0.456352651119232,0.422146588563919,0.422104328870773,0.444657385349274,0.451096773147583,0.457600891590118,0.464482754468918,0.0046879961155355,42,"olive"
"63",63,0.647774457931519,0.702341556549072,0.718912661075592,0.635031759738922,0.540780544281006,0.469458401203156,0.428454756736755,0.454574823379517,0.480929762125015,0.500144124031067,0.492512077093124,0.483893513679504,0.00360065023414791,42,"olive"
"64",64,0.578856229782104,0.663110196590424,0.674611270427704,0.583086967468262,0.46807599067688,0.412967920303345,0.373213797807693,0.39613863825798,0.40981513261795,0.42185389995575,0.428269296884537,0.417878389358521,0.00463448837399483,42,"olive"
"65",65,0.571649849414825,0.61750727891922,0.628344118595123,0.543857395648956,0.462680995464325,0.402349203824997,0.374836832284927,0.375106692314148,0.387426525354385,0.394696414470673,0.402602702379227,0.408103138208389,0.00271661789156497,42,"olive"
"66",66,0.552519381046295,0.611156105995178,0.603155255317688,0.521995425224304,0.43255016207695,0.370718866586685,0.344395965337753,0.351140886545181,0.361484616994858,0.370486259460449,0.373724162578583,0.377386838197708,0.00494391983374953,42,"olive"
"67",67,0.442007333040237,0.476393759250641,0.491262584924698,0.420780032873154,0.351919203996658,0.306457191705704,0.284053325653076,0.290314882993698,0.323754727840424,0.341269016265869,0.34592679142952,0.321474641561508,0.00352272228337824,42,"olive"
"68",68,0.460436135530472,0.482191443443298,0.507958650588989,0.437777161598206,0.370147883892059,0.319760769605637,0.300171107053757,0.292413771152496,0.320020169019699,0.341439872980118,0.353374719619751,0.338280379772186,0.00283958599902689,42,"olive"
"69",69,0.511328101158142,0.574534058570862,0.582823276519775,0.497855961322784,0.407584011554718,0.361176878213882,0.33146807551384,0.326773017644882,0.363165855407715,0.385529786348343,0.372087091207504,0.338859856128693,0.00382649572566152,42,"olive"
"70",70,0.483667403459549,0.539629936218262,0.560540556907654,0.488047420978546,0.382570743560791,0.339627712965012,0.319486796855927,0.324147671461105,0.370291322469711,0.388577908277512,0.393558472394943,0.386809378862381,0.00283361133188009,42,"olive"
"71",71,0.44664192199707,0.515697479248047,0.530019342899323,0.446332961320877,0.355844050645828,0.314147770404816,0.288044691085815,0.289466053247452,0.316760033369064,0.338307529687881,0.345691829919815,0.342202574014664,0.00312899402342737,42,"olive"
"72",72,0.446080774068832,0.482754468917847,0.496659755706787,0.420310765504837,0.348615735769272,0.31611904501915,0.293286085128784,0.2974573969841,0.333331823348999,0.34975066781044,0.361485600471497,0.353481769561768,0.00321007613092661,42,"olive"
"73",73,0.488510191440582,0.574507534503937,0.594663977622986,0.494760036468506,0.397935152053833,0.35582372546196,0.327859818935394,0.324451118707657,0.354734420776367,0.356145173311234,0.360264390707016,0.338990122079849,0.00404635397717357,42,"olive"
"74",74,0.528775155544281,0.608145236968994,0.599454939365387,0.508052468299866,0.419408529996872,0.379997760057449,0.354163765907288,0.338615208864212,0.365065813064575,0.359970659017563,0.344754308462143,0.317735522985458,0.00196366873569787,42,"olive"
"75",75,0.562202751636505,0.64823192358017,0.660862565040588,0.528468608856201,0.42087122797966,0.362401485443115,0.337282627820969,0.344817936420441,0.387107461690903,0.396567344665527,0.38605660200119,0.368635803461075,0.00787309184670448,42,"olive"
"76",76,0.487652152776718,0.546464145183563,0.55808562040329,0.486293464899063,0.399102360010147,0.346028089523315,0.320063889026642,0.319167137145996,0.348539143800735,0.362221032381058,0.376338362693787,0.358451694250107,0.00437866151332855,42,"olive"
"77",77,0.522868096828461,0.592381238937378,0.58855402469635,0.507127344608307,0.428841918706894,0.387279003858566,0.361846297979355,0.355855256319046,0.386779695749283,0.392963230609894,0.388601660728455,0.382597714662552,0.00490455236285925,42,"olive"
"78",78,0.500035762786865,0.555474817752838,0.560886263847351,0.480632364749908,0.412419676780701,0.379388600587845,0.353742569684982,0.331924378871918,0.349672734737396,0.355588763952255,0.367845952510834,0.354066759347916,0.00252451631240547,42,"olive"
"79",79,0.573428750038147,0.655239522457123,0.634673953056335,0.546541213989258,0.499052435159683,0.464758932590485,0.426859140396118,0.409148097038269,0.431999623775482,0.428253412246704,0.423587054014206,0.407193928956985,0.00641501182690263,42,"olive"
"80",80,0.517837882041931,0.609419703483582,0.617040634155273,0.521190404891968,0.424506485462189,0.382644325494766,0.350345253944397,0.347408294677734,0.374413758516312,0.377140015363693,0.382277399301529,0.36920553445816,0.00492962123826146,42,"olive"
"81",81,0.599631488323212,0.674404919147491,0.664449572563171,0.568040251731873,0.499786764383316,0.461030393838882,0.407758474349976,0.367515593767166,0.385343253612518,0.388846278190613,0.387474685907364,0.382395327091217,0.00443100184202194,42,"olive"
"82",82,0.598360061645508,0.686165273189545,0.66952383518219,0.557196795940399,0.482386857271194,0.43509179353714,0.398012757301331,0.406503349542618,0.458297938108444,0.451676100492477,0.439645320177078,0.427776575088501,0.00925278943032026,42,"olive"
"83",83,0.469345510005951,0.520645678043365,0.546850085258484,0.472464323043823,0.404878735542297,0.365599721670151,0.342501670122147,0.320681601762772,0.35577255487442,0.372809439897537,0.373317211866379,0.345533221960068,0.00240963185206056,42,"olive"
"84",84,0.506897568702698,0.567765355110168,0.577414214611053,0.49685600399971,0.428250133991241,0.377969563007355,0.354120045900345,0.345677316188812,0.378912746906281,0.379371345043182,0.377982318401337,0.335365861654282,0.00324784801341593,42,"olive"
"85",85,0.533836185932159,0.583174228668213,0.594975173473358,0.510810613632202,0.420837134122849,0.369046986103058,0.336332738399506,0.321495413780212,0.348321855068207,0.358846575021744,0.348308086395264,0.318573713302612,0.00332362903282046,42,"olive"
"86",86,0.48433044552803,0.544770658016205,0.573448181152344,0.491636514663696,0.402253001928329,0.368644297122955,0.349915683269501,0.346798777580261,0.378664076328278,0.406314551830292,0.39545726776123,0.353519171476364,0.00307639292441308,42,"olive"
"87",87,0.450836032629013,0.474602371454239,0.524102330207825,0.451646775007248,0.370550215244293,0.329650729894638,0.303792834281921,0.321916908025742,0.362721800804138,0.368019491434097,0.369728237390518,0.344681948423386,0.00244289264082909,42,"olive"
"88",88,0.493462115526199,0.550266921520233,0.569412469863892,0.478359758853912,0.400205790996552,0.359534233808517,0.34137162566185,0.352341771125793,0.412947624921799,0.431670099496841,0.414047330617905,0.375928550958633,0.00359284994192421,42,"olive"
"89",89,0.446322977542877,0.497696906328201,0.507103621959686,0.423225849866867,0.365440100431442,0.327666282653809,0.309396952390671,0.330724328756332,0.365936309099197,0.38056817650795,0.384953081607819,0.370040714740753,0.00301563297398388,42,"olive"
"90",90,0.609860599040985,0.707754969596863,0.732621848583221,0.602667093276978,0.472517788410187,0.413311243057251,0.392184913158417,0.413231045007706,0.462835520505905,0.486567258834839,0.480238735675812,0.462434083223343,0.00412631686776876,42,"olive"
"91",91,0.528466880321503,0.600283145904541,0.606440305709839,0.512445271015167,0.434932380914688,0.382316082715988,0.355809301137924,0.354491144418716,0.388700306415558,0.394528925418854,0.391011863946915,0.380767524242401,0.00328436587005854,42,"olive"
"92",92,0.776808083057404,0.930172204971313,0.951560139656067,0.789932429790497,0.573378443717957,0.469278007745743,0.418716847896576,0.395567685365677,0.399550288915634,0.424896955490112,0.433692187070847,0.470291554927826,0.0278023425489664,42,"olive"
"93",93,0.85992693901062,0.971795797348022,0.970359921455383,0.8291255235672,0.587408363819122,0.458255290985107,0.423705875873566,0.417332708835602,0.479889661073685,0.498059451580048,0.50818282365799,0.5952228307724,0.0212413296103477,42,"olive"
"94",94,0.883561611175537,0.953444957733154,0.975224733352661,0.884271681308746,0.660347461700439,0.514725804328918,0.457113802433014,0.431182324886322,0.442617207765579,0.465358793735504,0.4707912504673,0.513304471969604,0.0162150673568249,42,"olive"
"95",95,0.830888211727142,0.956097841262817,0.960854113101959,0.834353864192963,0.568353593349457,0.440995842218399,0.378498524427414,0.360300987958908,0.367318004369736,0.386128216981888,0.407884180545807,0.460200995206833,0.0272036101669073,42,"olive"
"96",96,0.808527767658234,0.936758041381836,0.98211669921875,0.813168346881866,0.574117839336395,0.462537795305252,0.416378021240234,0.399180322885513,0.410443782806396,0.421954244375229,0.444427698850632,0.489141047000885,0.0149261001497507,42,"olive"
"97",97,0.817832708358765,0.914788484573364,0.932909071445465,0.749565184116364,0.530921399593353,0.434909611940384,0.381306856870651,0.365236908197403,0.361794292926788,0.374607980251312,0.400309413671494,0.44486391544342,0.0138321919366717,42,"olive"
"98",98,0.838303804397583,0.947347104549408,0.939518094062805,0.779935777187347,0.579811215400696,0.467649966478348,0.409478366374969,0.39001128077507,0.390416115522385,0.405039131641388,0.426329433917999,0.473981738090515,0.0131296925246716,42,"olive"
"99",99,0.888086259365082,0.988194227218628,0.979012608528137,0.873475611209869,0.664028406143188,0.516169726848602,0.443419903516769,0.423335909843445,0.423043638467789,0.441162377595901,0.475296944379807,0.532654881477356,0.0167659725993872,42,"olive"
"100",100,0.871003150939941,0.939007878303528,0.929586827754974,0.798861086368561,0.602325975894928,0.473537921905518,0.41470867395401,0.415242910385132,0.413918375968933,0.428316533565521,0.464064359664917,0.499808818101883,0.0174553357064724,42,"olive"
"101",101,0.842426419258118,0.923491835594177,0.911590456962585,0.769701838493347,0.581538796424866,0.477621853351593,0.422912836074829,0.429340720176697,0.421236842870712,0.436572045087814,0.441977202892303,0.495579540729523,0.00687928590923548,42,"olive"
"102",102,0.840794444084167,0.88178563117981,0.913629829883575,0.792924225330353,0.611932516098022,0.500511884689331,0.435338944196701,0.437192380428314,0.4376320540905,0.441863000392914,0.458867847919464,0.508940935134888,0.0112952953204513,42,"olive"
"103",103,0.86412113904953,0.931811571121216,0.933803141117096,0.805108666419983,0.609342455863953,0.48143395781517,0.450159281492233,0.485099613666534,0.491815179586411,0.478313595056534,0.492596715688705,0.551671802997589,0.0204000417143106,42,"olive"
"104",104,0.75333970785141,0.842822432518005,0.842922747135162,0.717725515365601,0.547387540340424,0.456424027681351,0.413401246070862,0.415608137845993,0.423155009746552,0.42232221364975,0.434925973415375,0.485249847173691,0.00916032213717699,42,"olive"
"105",105,0.808735191822052,0.865687251091003,0.858168482780457,0.733787417411804,0.579699993133545,0.460331797599792,0.406207501888275,0.408909529447556,0.406351149082184,0.428911596536636,0.447600781917572,0.494621515274048,0.015148663893342,42,"olive"
"106",106,0.799228072166443,0.854341685771942,0.844428062438965,0.730343103408813,0.565741300582886,0.435394018888474,0.376301407814026,0.372057646512985,0.383140712976456,0.391768991947174,0.417474448680878,0.467328488826752,0.0127150909975171,42,"olive"
"107",107,0.847552716732025,0.928604185581207,0.93808251619339,0.822946786880493,0.631954312324524,0.527147352695465,0.474307686090469,0.465961456298828,0.459818154573441,0.478562325239182,0.505518794059753,0.55109304189682,0.0143425390124321,42,"olive"
"108",108,0.870953738689423,0.94565087556839,0.948845565319061,0.848232626914978,0.707893431186676,0.597728610038757,0.557796657085419,0.572847604751587,0.600828886032104,0.615929901599884,0.640103816986084,0.665866076946259,0.0192197412252426,42,"olive"
"109",109,0.790865302085876,0.887669026851654,0.897180616855621,0.762106835842133,0.591204643249512,0.505988776683807,0.458929866552353,0.454157412052155,0.451969087123871,0.455686420202255,0.478900790214539,0.514785766601562,0.0101436069235206,42,"olive"
"110",110,0.68391352891922,0.775013446807861,0.807157695293427,0.633301436901093,0.449474990367889,0.38607519865036,0.350198060274124,0.352756172418594,0.333350598812103,0.348845183849335,0.376238942146301,0.417363256216049,0.0129972435534,42,"olive"
"111",111,0.827853262424469,0.914339303970337,0.899739444255829,0.745585262775421,0.559700965881348,0.469651609659195,0.415877163410187,0.408784985542297,0.413449883460999,0.426104158163071,0.45528569817543,0.497193723917007,0.0105659551918507,42,"olive"
"112",112,0.788313984870911,0.889619052410126,0.896153569221497,0.782752335071564,0.614289343357086,0.504418551921844,0.455598175525665,0.441990286111832,0.448083758354187,0.469931840896606,0.503764569759369,0.545311272144318,0.0114169791340828,42,"olive"
"113",113,0.918924987316132,0.991297960281372,0.987252056598663,0.909857153892517,0.699892222881317,0.529491305351257,0.460385292768478,0.445023864507675,0.457792580127716,0.458277612924576,0.491593897342682,0.547699987888336,0.0159909855574369,42,"olive"
"114",114,0.896833300590515,0.946039021015167,0.95803838968277,0.858428955078125,0.68216210603714,0.528478443622589,0.445566624403,0.428725123405457,0.434636503458023,0.441207528114319,0.466343313455582,0.513039827346802,0.0205743853002787,42,"olive"
"115",115,0.801442742347717,0.918577432632446,0.934523403644562,0.80087673664093,0.624897181987762,0.513437926769257,0.442041367292404,0.420023798942566,0.419934928417206,0.423337489366531,0.444989204406738,0.486371219158173,0.0144721670076251,42,"olive"
"116",116,0.81467479467392,0.896823406219482,0.905377805233002,0.802384495735168,0.607706785202026,0.475389808416367,0.402746915817261,0.402588754892349,0.393748879432678,0.401663780212402,0.434965282678604,0.483247637748718,0.0116219762712717,42,"olive"
"117",117,0.876413404941559,0.932743847370148,0.929783821105957,0.805659711360931,0.621840953826904,0.482289791107178,0.40977942943573,0.40219983458519,0.41126760840416,0.423032611608505,0.454520374536514,0.506829023361206,0.0111338431015611,42,"olive"
